trade_date,expiry,spot_0930,atm,lot_size,entry_time,exit_time,slippage_per_order,gross_pnl,costs,net_pnl,leg_1,leg_2,leg_3,week
2021-07-15,2021-07-15,15886.5,15900,50,2021-07-15 09:30:00,2021-07-15 15:10:00,0.4,-340.0,141.83075301999997,-481.83075302,"{""side"":""CE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":0.95,""exit_price_raw"":0.1,""entry_price_exec"":1.35,""exit_price_exec"":-0.30000000000000004,""gross_pnl"":-85.0,""costs"":47.21757607}","{""side"":""PE"",""strike"":15700,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.35,""exit_price_raw"":0.1,""entry_price_exec"":3.75,""exit_price_exec"":-0.30000000000000004,""gross_pnl"":-325.0,""costs"":47.32426423}","{""side"":""PE"",""strike"":15500,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.5,""exit_price_raw"":0.1,""entry_price_exec"":1.1,""exit_price_exec"":0.5,""gross_pnl"":70.0,""costs"":47.28891272}",2021-07-12/2021-07-18
2021-07-16,2021-07-22,15957.8,15950,50,2021-07-16 09:30:00,2021-07-16 15:10:00,0.4,-997.5000000000002,148.39274095499997,-1145.8927409550001,"{""side"":""CE"",""strike"":16150,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":18.25,""exit_price_raw"":10.2,""entry_price_exec"":18.65,""exit_price_exec"":9.799999999999999,""gross_pnl"":-805.0000000000001,""costs"":49.415299229999995}","{""side"":""PE"",""strike"":15750,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.35,""exit_price_raw"":20.3,""entry_price_exec"":23.75,""exit_price_exec"":19.900000000000002,""gross_pnl"":-305.00000000000006,""costs"":51.070690909999996}","{""side"":""PE"",""strike"":15550,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.35,""exit_price_raw"":6.1,""entry_price_exec"":7.949999999999999,""exit_price_exec"":6.5,""gross_pnl"":112.5,""costs"":47.906750814999995}",2021-07-12/2021-07-18
2021-07-19,2021-07-22,15826.5,15850,50,2021-07-19 09:30:00,2021-07-19 15:10:00,0.4,297.5000000000001,148.365494485,149.13450551500011,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.4,""exit_price_raw"":6.15,""entry_price_exec"":10.8,""exit_price_exec"":5.75,""gross_pnl"":-425.0,""costs"":48.49345377}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":21.45,""exit_price_raw"":27.8,""entry_price_exec"":21.849999999999998,""exit_price_exec"":27.400000000000002,""gross_pnl"":635.0000000000001,""costs"":52.04712995}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.35,""exit_price_raw"":5.6,""entry_price_exec"":6.949999999999999,""exit_price_exec"":6.0,""gross_pnl"":87.5,""costs"":47.824910765}",2021-07-19/2021-07-25
2021-07-20,2021-07-22,15692.25,15700,50,2021-07-20 09:30:00,2021-07-20 15:10:00,0.4,-405.00000000000006,145.12695974000002,-550.1269597400001,"{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":9.1,""exit_price_raw"":5.1,""entry_price_exec"":9.5,""exit_price_exec"":4.699999999999999,""gross_pnl"":-400.0,""costs"":48.28713828}","{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.75,""exit_price_raw"":11.45,""entry_price_exec"":12.15,""exit_price_exec"":11.049999999999999,""gross_pnl"":-30.00000000000007,""costs"":49.30316888}","{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.95,""exit_price_raw"":3.45,""entry_price_exec"":3.5500000000000003,""exit_price_exec"":3.85,""gross_pnl"":25.0,""costs"":47.536652579999995}",2021-07-19/2021-07-25
2021-07-22,2021-07-22,15757.4,15750,50,2021-07-22 09:30:00,2021-07-22 15:10:00,0.4,-307.5,141.769828965,-449.269828965,"{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.55,""exit_price_raw"":0.05,""entry_price_exec"":1.9500000000000002,""exit_price_exec"":-0.35000000000000003,""gross_pnl"":-149.99999999999997,""costs"":47.23717544}","{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":2.2,""exit_price_raw"":0.15,""entry_price_exec"":2.6,""exit_price_exec"":-0.25,""gross_pnl"":-205.00000000000006,""costs"":47.280215489999996}","{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.0,""exit_price_raw"":0.05,""entry_price_exec"":0.6,""exit_price_exec"":0.45,""gross_pnl"":47.49999999999999,""costs"":47.252438035}",2021-07-19/2021-07-25
2021-07-23,2021-07-29,15852.4,15850,50,2021-07-23 09:30:00,2021-07-23 15:10:00,0.4,-410.00000000000034,148.91703346,-558.9170334600003,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":15.15,""exit_price_raw"":13.45,""entry_price_exec"":15.55,""exit_price_exec"":13.049999999999999,""gross_pnl"":-170.00000000000009,""costs"":49.73721723999999}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":24.1,""exit_price_raw"":21.65,""entry_price_exec"":24.5,""exit_price_exec"":21.25,""gross_pnl"":-245.00000000000028,""costs"":51.29499305}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.6,""exit_price_raw"":7.5,""entry_price_exec"":7.199999999999999,""exit_price_exec"":7.9,""gross_pnl"":4.999999999999979,""costs"":47.88482317}",2021-07-19/2021-07-25
2021-07-26,2021-07-29,15866.85,15850,50,2021-07-26 09:30:00,2021-07-26 15:10:00,0.4,-1095.0000000000002,147.18121212,-1242.1812121200003,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.1,""exit_price_raw"":6.6,""entry_price_exec"":13.5,""exit_price_exec"":6.199999999999999,""gross_pnl"":-650.0,""costs"":48.677131980000006}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":23.1,""exit_price_raw"":17.7,""entry_price_exec"":23.5,""exit_price_exec"":17.3,""gross_pnl"":-540.0000000000002,""costs"":50.691798719999994}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":7.25,""exit_price_raw"":5.35,""entry_price_exec"":6.85,""exit_price_exec"":5.75,""gross_pnl"":95.00000000000001,""costs"":47.81228142}",2021-07-26/2021-08-01
2021-07-27,2021-07-29,15868.4,15850,50,2021-07-27 09:30:00,2021-07-27 15:10:00,0.4,1294.9999999999998,147.0576052,1147.9423947999999,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.85,""exit_price_raw"":3.5,""entry_price_exec"":7.25,""exit_price_exec"":3.1,""gross_pnl"":-334.99999999999994,""costs"":47.96079269}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":11.0,""exit_price_raw"":27.4,""entry_price_exec"":11.4,""exit_price_exec"":27.0,""gross_pnl"":1639.9999999999998,""costs"":51.52601056}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":4.15,""exit_price_raw"":4.35,""entry_price_exec"":3.7500000000000004,""exit_price_exec"":4.75,""gross_pnl"":-9.999999999999964,""costs"":47.57080195}",2021-07-26/2021-08-01
2021-07-28,2021-07-29,15686.25,15700,50,2021-07-28 09:30:00,2021-07-28 15:10:00,0.4,-847.5,143.96189872499997,-991.461898725,"{""side"":""CE"",""strike"":15900,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":6.75,""exit_price_raw"":3.85,""entry_price_exec"":7.15,""exit_price_exec"":3.45,""gross_pnl"":-290.0,""costs"":48.00585604}","{""side"":""PE"",""strike"":15500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":12.05,""exit_price_raw"":5.65,""entry_price_exec"":12.450000000000001,""exit_price_exec"":5.25,""gross_pnl"":-640.0,""costs"":48.49607518}","{""side"":""PE"",""strike"":15300,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":3.4,""exit_price_raw"":1.75,""entry_price_exec"":3.0,""exit_price_exec"":2.15,""gross_pnl"":82.5,""costs"":47.459967504999995}",2021-07-26/2021-08-01
2021-07-29,2021-07-29,15748.85,15750,50,2021-07-29 09:30:00,2021-07-29 15:10:00,0.4,-365.0,141.83257103,-506.83257103,"{""side"":""CE"",""strike"":15950,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.4,""exit_price_raw"":0.05,""entry_price_exec"":1.7999999999999998,""exit_price_exec"":-0.35000000000000003,""gross_pnl"":-135.0,""costs"":47.23050743}","{""side"":""PE"",""strike"":15550,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":3.1,""exit_price_raw"":0.2,""entry_price_exec"":3.5,""exit_price_exec"":-0.2,""gross_pnl"":-290.0,""costs"":47.32729622}","{""side"":""PE"",""strike"":15350,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":1.3,""exit_price_raw"":0.1,""entry_price_exec"":0.9,""exit_price_exec"":0.5,""gross_pnl"":60.0,""costs"":47.27476738}",2021-07-26/2021-08-01
2021-07-30,2021-08-05,15782.2,15800,50,2021-07-30 09:30:00,2021-07-30 15:10:00,0.4,-572.5,151.09001707500002,-723.590017075,"{""side"":""CE"",""strike"":16000,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":14.2,""exit_price_raw"":9.7,""entry_price_exec"":14.6,""exit_price_exec"":9.299999999999999,""gross_pnl"":-450.0,""costs"":49.164536260000006}","{""side"":""PE"",""strike"":15600,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":36.5,""exit_price_raw"":33.75,""entry_price_exec"":36.9,""exit_price_exec"":33.35,""gross_pnl"":-275.0,""costs"":53.55780135}","{""side"":""PE"",""strike"":15400,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":13.5,""exit_price_raw"":10.45,""entry_price_exec"":13.1,""exit_price_exec"":10.85,""gross_pnl"":152.50000000000006,""costs"":48.367679465}",2021-07-26/2021-08-01
2021-08-02,2021-08-05,15865.0,15850,50,2021-08-02 09:30:00,2021-08-02 15:10:00,0.4,-362.4999999999998,146.34434726499998,-508.8443472649998,"{""side"":""CE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.7,""exit_price_raw"":8.65,""entry_price_exec"":9.1,""exit_price_exec"":8.25,""gross_pnl"":-4.9999999999999005,""costs"":48.771516489999996}","{""side"":""PE"",""strike"":15650,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":17.7,""exit_price_raw"":13.5,""entry_price_exec"":18.099999999999998,""exit_price_exec"":13.1,""gross_pnl"":-419.9999999999999,""costs"":49.857646079999995}","{""side"":""PE"",""strike"":15450,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":6.05,""exit_price_raw"":4.8,""entry_price_exec"":5.6499999999999995,""exit_price_exec"":5.2,""gross_pnl"":62.5,""costs"":47.715184695}",2021-08-02/2021-08-08
2021-08-03,2021-08-05,15932.6,15950,50,2021-08-03 09:30:00,2021-08-03 15:10:00,0.4,3197.5,151.412621995,3046.087378005,"{""side"":""CE"",""strike"":16150,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":4.4,""exit_price_raw"":46.8,""entry_price_exec"":4.800000000000001,""exit_price_exec"":46.4,""gross_pnl"":4240.0,""costs"":53.97681408}","{""side"":""PE"",""strike"":15750,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":20.95,""exit_price_raw"":11.1,""entry_price_exec"":21.349999999999998,""exit_price_exec"":10.7,""gross_pnl"":-985.0,""costs"":49.66263147}","{""side"":""PE"",""strike"":15550,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":6.1,""exit_price_raw"":7.25,""entry_price_exec"":5.699999999999999,""exit_price_exec"":7.65,""gross_pnl"":-57.500000000000014,""costs"":47.773176445000004}",2021-08-02/2021-08-08
2021-08-04,2021-08-05,16243.2,16250,50,2021-08-04 09:30:00,2021-08-04 15:10:00,0.4,-1650.0,144.55102076,-1794.55102076,"{""side"":""CE"",""strike"":16450,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":10.9,""exit_price_raw"":2.25,""entry_price_exec"":11.3,""exit_price_exec"":1.85,""gross_pnl"":-865.0000000000001,""costs"":47.96401220999999}","{""side"":""PE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":16.0,""exit_price_raw"":6.1,""entry_price_exec"":16.4,""exit_price_exec"":5.699999999999999,""gross_pnl"":-990.0,""costs"":48.73532014}","{""side"":""PE"",""strike"":15850,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.2,""exit_price_raw"":4.1,""entry_price_exec"":7.799999999999999,""exit_price_exec"":4.5,""gross_pnl"":205.0,""costs"":47.85168841}",2021-08-02/2021-08-08
2021-08-05,2021-08-05,16231.55,16250,50,2021-08-05 09:30:00,2021-08-05 15:10:00,0.4,-500.0,142.02271788,-642.02271788,"{""side"":""CE"",""strike"":16450,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":1.15,""exit_price_raw"":0.05,""entry_price_exec"":1.5499999999999998,""exit_price_exec"":-0.35000000000000003,""gross_pnl"":-110.0,""costs"":47.21939408}","{""side"":""PE"",""strike"":16050,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":5.4,""exit_price_raw"":0.2,""entry_price_exec"":5.800000000000001,""exit_price_exec"":-0.2,""gross_pnl"":-520.0,""costs"":47.429539039999995}","{""side"":""PE"",""strike"":15850,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":2.7,""exit_price_raw"":0.1,""entry_price_exec"":2.3000000000000003,""exit_price_exec"":0.5,""gross_pnl"":130.0,""costs"":47.37378476}",2021-08-02/2021-08-08
2021-08-06,2021-08-12,16315.9,16300,50,2021-08-06 09:30:00,2021-08-06 15:10:00,0.4,-1455.0000000000005,153.49011177,-1608.4901117700006,"{""side"":""CE"",""strike"":16500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":28.4,""exit_price_raw"":11.5,""entry_price_exec"":28.799999999999997,""exit_price_exec"":11.1,""gross_pnl"":-1690.0,""costs"":50.050390660000005}","{""side"":""PE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":39.7,""exit_price_raw"":40.4,""entry_price_exec"":40.1,""exit_price_exec"":40.0,""gross_pnl"":69.99999999999957,""costs"":54.64071734}","{""side"":""PE"",""strike"":15900,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":18.2,""exit_price_raw"":14.9,""entry_price_exec"":17.8,""exit_price_exec"":15.3,""gross_pnl"":164.99999999999994,""costs"":48.79900377}",2021-08-02/2021-08-08
2021-08-09,2021-08-12,16287.6,16300,50,2021-08-09 09:30:00,2021-08-09 15:10:00,0.4,-837.5,147.977687935,-985.477687935,"{""side"":""CE"",""strike"":16500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":13.15,""exit_price_raw"":8.55,""entry_price_exec"":13.55,""exit_price_exec"":8.15,""gross_pnl"":-460.0,""costs"":48.95518878}","{""side"":""PE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":24.65,""exit_price_raw"":20.15,""entry_price_exec"":25.049999999999997,""exit_price_exec"":19.75,""gross_pnl"":-450.0,""costs"":51.107262320000004}","{""side"":""PE"",""strike"":15900,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":8.25,""exit_price_raw"":6.8,""entry_price_exec"":7.85,""exit_price_exec"":7.2,""gross_pnl"":72.5,""costs"":47.915236834999995}",2021-08-09/2021-08-15
2021-08-10,2021-08-12,16319.3,16300,50,2021-08-10 09:30:00,2021-08-10 15:10:00,0.4,-804.9999999999998,145.16534323999997,-950.1653432399997,"{""side"":""CE"",""strike"":16500,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":8.7,""exit_price_raw"":5.4,""entry_price_exec"":9.1,""exit_price_exec"":5.0,""gross_pnl"":-329.9999999999999,""costs"":48.31179294}","{""side"":""PE"",""strike"":16100,""action"":""BUY"",""qty_lots"":2,""quantity"":100,""entry_price_raw"":15.2,""exit_price_raw"":9.5,""entry_price_exec"":15.6,""exit_price_exec"":9.1,""gross_pnl"":-569.9999999999999,""costs"":49.18069898}","{""side"":""PE"",""strike"":15900,""action"":""SELL"",""qty_lots"":1,""quantity"":50,""entry_price_raw"":5.75,""exit_price_raw"":3.85,""entry_price_exec"":5.35,""exit_price_exec"":4.25,""gross_pnl"":95.0,""costs"":47.67285131999999}",2021-08-09/2021-08-15
