entry_day,entry_time,expiry_choice,strike_method,trigger,action,risk,trades,weeks_completed,eligible_weeks,mean_weekly_net,median_weekly_net,profitable_week_rate,profit_factor,max_drawdown,weekly_q05,weekly_es05,execution_coverage,avg_capital_proxy,peak_capital_proxy,gross_pnl,costs,net_pnl,cost_share,gate,regime
TUE,10:00,second_nearest_weekly,delta020,touch,add_short,no_stop,41,41,41,6165.947948894855,12974.6263038855,0.8048780487804879,1.7925208340157397,-175481.72250245351,-63657.827967622514,-66570.99420466418,1.0,23492.225609756093,42423.87500000001,258979.35,6175.484095310903,252803.86590468907,0.0238454691283722,True,base
TUE,09:20,nearest_weekly,sigma1,touch,add_short,no_stop,41,41,41,6154.204320071524,5351.793618560499,0.8780487804878049,7.46382582788529,-17831.760690872004,-6842.153012219496,-11084.816223430327,1.0,15371.532621951224,29374.312500000025,257424.75,5102.3728770675,252322.3771229325,0.0198208326008571,True,base
FRI,09:20,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,41,41,41,6137.035530693188,7560.79321801,0.902439024390244,3.1503126528397654,-81291.005770128,-18850.479675715,-33380.49514861433,1.0,18398.45152439025,36222.54999999999,256802.55,5184.093241579298,251618.4567584208,0.0201870785223094,True,base
FRI,10:00,second_nearest_weekly,sigma1,ninety_pct,add_short,no_stop,41,41,41,6113.512446959366,7493.246029040999,0.8780487804878049,3.244437035445164,-80635.131872124,-16529.325926878995,-32388.152599667665,1.0,18210.63506097561,32641.04999999998,255869.0,5214.989674666002,250654.0103253341,0.0203814830036698,True,base
TUE,09:20,second_nearest_weekly,delta020,touch,add_short,stop_2x_credit,41,41,41,5940.259270724625,10015.247194902,0.7073170731707317,1.979110951092524,-122999.7871477625,-31285.359760036496,-38636.210557671,1.0,23558.275609756103,40197.625000000015,249677.6,6126.969900290404,243550.6300997096,0.0245395257735992,True,base
TUE,10:00,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,41,41,41,5885.597054059043,5106.9053594725,0.8780487804878049,5.975595422102041,-24586.345291915,-8279.8504549309,-14705.2592366548,1.0,15390.312804878042,32958.899999999994,246372.3,5062.820783579198,241309.4792164208,0.0205494724186899,True,base
FRI,10:00,second_nearest_weekly,sigma1,touch,add_short,no_stop,41,41,41,5721.370940390634,7272.0987035445,0.8780487804878049,3.2479255198609165,-75630.75037711501,-17386.112256706998,-31005.620877940662,1.0,17747.299085365856,32641.04999999998,239650.0,5073.791443984003,234576.208556016,0.021171673039783,True,base
TUE,09:20,nearest_weekly,sigma1,ninety_pct,add_short,no_stop,41,41,41,5625.185903018306,5743.503594047499,0.8536585365853658,6.134784485808644,-17331.968665139007,-6842.153012219496,-11506.96822918183,1.0,15435.287195121957,29374.312500000025,235727.75,5095.127976249502,230632.62202375053,0.0216144598005517,True,base
MON,10:00,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,43,43,43,5611.572885248454,11671.363538095,0.7906976744186046,1.762658065905829,-164953.78992161053,-36652.56443466675,-62666.25033255466,1.0,21112.61773255814,44910.9375,247761.1,6463.4659343164085,241297.6340656836,0.0260874928885785,True,base
WED,09:20,second_nearest_weekly,delta020,ninety_pct,add_short,no_stop,42,42,42,5461.725845129297,11213.9594901655,0.8095238095238095,1.5998146311639552,-232017.4304793165,-55505.50204444504,-71600.20664364868,1.0,23575.89107142857,75467.43750000003,235734.24999999997,6341.764504569488,229392.4854954304,0.026902176941066,True,base
