feature,null_seed,threshold,horizon,friction,trades,weeks,total_net,mean_weekly_net,median_weekly_net,positive_week_rate,worst_trade,worst_week,max_drawdown,total_slippage,total_transaction_costs,raw_gross
ASIA_LEAD,303,0.5,H10_30,base,425,217,-72931.19904073446,-336.08847484209434,-340.8394709725001,0.4055299539170507,-3436.6323535550005,-5168.491694980001,-80440.32467845,18519.99999999992,46989.449040734544,-7421.749999999993
ASIA_LEAD,303,0.5,H15_10,base,427,217,-91618.07205696646,-422.2030970367117,-602.7875583150005,0.39631336405529954,-6618.75009368,-7775.829743205,-130190.217664958,18541.24999999991,47245.07205696653,-25831.750000000015
ASIA_LEAD,303,1.0,H10_30,base,165,118,-31016.70847000699,-262.85346161022875,-289.76079650749915,0.4067796610169492,-3367.3086761,-3523.6076813649975,-36261.9998859475,7151.999999999964,18322.958470007026,-5541.75
ASIA_LEAD,303,1.0,H15_10,base,165,118,-34709.97228123755,-294.15230746811477,-424.0868996449985,0.4152542372881356,-6618.75009368,-6618.75009368,-59557.55205094268,7124.499999999959,18346.222281237584,-9239.250000000005
GLOBAL_LEAD,303,0.5,H10_30,base,349,197,-44159.034330971175,-224.15753467498058,-200.7909692349985,0.4263959390862944,-3484.4044424545,-6563.157223995494,-49424.99994743617,15043.999999999935,38714.03433097126,9599.000000000015
GLOBAL_LEAD,303,0.5,H15_10,base,348,197,-24304.517258743766,-123.37318405453689,-407.0830177050011,0.4365482233502538,-4826.5461930951,-8106.7721883075,-49649.22207824362,14915.999999999933,38628.76725874384,29240.250000000007
GLOBAL_LEAD,303,1.0,H10_30,base,117,99,-8652.269000511787,-87.39665657082612,-129.6087662050003,0.4444444444444444,-3484.4044424545,-4931.581517135995,-19144.96134879,5007.999999999986,12939.519000511811,9295.25000000001
GLOBAL_LEAD,303,1.0,H15_10,base,116,98,-17719.84031777152,-180.81469712011753,-507.51991623550003,0.42857142857142855,-4826.5461930951,-6124.909219405,-29103.78353979805,4928.999999999978,12733.590317771535,-57.250000000002046
US_LEAD,404,0.5,H10_30,base,504,222,-71448.44398754423,-321.8398377817307,-412.1388727475008,0.3963963963963964,-4600.9059801725,-4715.330934164998,-69610.69944276927,21631.999999999935,55307.443987544284,5490.999999999985
US_LEAD,404,0.5,H15_10,base,504,222,-81823.4887240754,-368.5742735318713,-973.3438115875003,0.38288288288288286,-5922.84325208,-8161.630318870001,-91366.24025235002,21544.499999999913,55310.73872407548,-4968.250000000018
US_LEAD,404,1.0,H10_30,base,263,170,-42747.014890265884,-251.4530287662699,-213.67990552875008,0.3588235294117647,-4600.9059801725,-4601.548224709499,-41129.1938338609,11271.999999999973,28847.764890265906,-2627.250000000012
US_LEAD,404,1.0,H15_10,base,263,170,-47513.12393677163,-279.4889643339508,-589.29062609625,0.4117647058823529,-5922.84325208,-7213.1047872175,-48955.81076154856,11242.499999999956,28867.123936771655,-7403.500000000018
ASIA_LEAD,404,0.5,H10_30,base,426,213,-58430.98254088998,-274.32386169431913,-266.10026065500034,0.39906103286384975,-3278.6619717275,-6108.8745576,-60790.6041466268,18175.999999999935,46830.982540890036,6575.999999999996
ASIA_LEAD,404,0.5,H15_10,base,425,213,-114098.0475280363,-535.6715846386683,-601.6566573600003,0.40375586854460094,-5280.8261634949995,-10213.2151932825,-140772.19293449633,18059.749999999945,46532.29752803637,-49505.999999999985
ASIA_LEAD,404,1.0,H10_30,base,168,122,-6923.885452830444,-56.753159449429866,-116.22363798249991,0.45901639344262296,-3278.6619717275,-3278.6619717275,-17158.063427043136,7135.999999999966,18520.88545283048,18733.000000000004
ASIA_LEAD,404,1.0,H15_10,base,167,122,-51498.98438814611,-422.12282285365666,-596.5326239750002,0.39344262295081966,-5280.8261634949995,-6044.967930152501,-56981.77409948611,7060.999999999974,18330.484388146135,-26107.500000000015
GLOBAL_LEAD,404,0.5,H10_30,base,360,205,-52042.96650845284,-253.86812930952604,-340.8394709725001,0.4,-3367.3086761,-6362.557757932499,-53622.26025532244,15651.999999999925,39769.71650845291,3378.7500000000005
GLOBAL_LEAD,404,0.5,H15_10,base,359,205,-81147.38013467661,-395.84087870573956,-823.095830695,0.33658536585365856,-5280.8261634949995,-8887.640396647032,-88329.00449283658,15532.74999999993,39558.630134676685,-26056.000000000007
GLOBAL_LEAD,404,1.0,H10_30,base,113,98,-20991.17789316303,-214.19569278737785,-188.88151839249917,0.4387755102040816,-3367.3086761,-3367.3086761,-25970.701233412496,5047.999999999986,12481.927893163034,-3461.2499999999995
GLOBAL_LEAD,404,1.0,H15_10,base,112,98,-40146.33361776566,-409.6564654874047,-781.0941558925005,0.37755102040816324,-4289.86818884,-4847.210155337501,-54423.16238115249,4973.499999999991,12309.333617765664,-22863.500000000007
US_LEAD,505,0.5,H10_30,base,492,226,-104260.61361586791,-461.33014874277825,-548.310123323331,0.3274336283185841,-3278.6619717275,-5449.3020218075,-104782.99678323485,21499.99999999992,54255.61361586798,-28504.999999999993
US_LEAD,505,0.5,H15_10,base,492,225,-113814.04810564344,-505.84021380285964,-780.3722466700008,0.39555555555555555,-6618.75009368,-13513.508757395,-134157.4555466225,21430.249999999905,54263.04810564353,-38120.74999999999
US_LEAD,505,1.0,H10_30,base,266,175,-54803.51513992589,-313.1629436567192,-432.41387178000053,0.35428571428571426,-3278.6619717275,-3343.332463105001,-55512.12399141884,11819.999999999945,29518.26513992594,-13465.250000000002
US_LEAD,505,1.0,H15_10,base,266,174,-67699.16557272387,-389.07566421105673,-685.3930490744799,0.3850574712643678,-6618.75009368,-9781.05542298,-77936.30206999838,11781.499999999949,29462.16557272394,-26455.499999999985
ASIA_LEAD,505,0.5,H10_30,base,428,217,-45607.096710412865,-210.17095258254776,-407.40920687500056,0.3640552995391705,-4600.9059801725,-5430.513199765,-53133.115741497495,18647.999999999905,47524.34671041297,20565.250000000015
ASIA_LEAD,505,0.5,H15_10,base,427,217,-42073.49144370886,-193.88705734428052,-619.9463811650013,0.41935483870967744,-4744.298905922335,-7510.922209834999,-77620.06658011994,18539.999999999905,47497.99144370895,23964.499999999996
ASIA_LEAD,505,1.0,H10_30,base,172,128,-17726.950111284827,-138.4917977444128,-246.32092614249922,0.3828125,-4600.9059801725,-4600.9059801725,-21410.76843387982,7511.999999999973,19010.20011128486,8795.250000000005
ASIA_LEAD,505,1.0,H15_10,base,171,128,-27876.736183561985,-217.78700143407804,-426.0671475712501,0.40625,-4744.298905922335,-5359.491276405,-48654.7508330825,7427.249999999979,18833.48618356201,-1616.0000000000018
GLOBAL_LEAD,505,0.5,H10_30,base,353,201,-51473.737087645044,-256.0882442171395,-254.62078002000047,0.373134328358209,-2786.17542546,-4713.443831874995,-57681.66230555992,15551.999999999913,39384.48708764514,3462.750000000011
GLOBAL_LEAD,505,0.5,H15_10,base,352,201,-35481.24901736458,-176.52362695206253,-692.8124386575007,0.4228855721393035,-4744.298905922335,-7174.666022495,-60684.79853336999,15442.499999999898,39283.249017364666,19244.49999999999
GLOBAL_LEAD,505,1.0,H10_30,base,116,100,-19153.76503035985,-191.53765030359855,-118.817864094999,0.43,-2704.679829485,-2877.2835388949998,-21221.710778329973,5007.9999999999645,12965.515030359897,-1180.2499999999905
GLOBAL_LEAD,505,1.0,H15_10,base,115,99,-9359.2407507916,-94.53778536153129,-352.1663170149995,0.43434343434343436,-4589.96370926,-5696.298277585,-27025.707789598167,4929.249999999957,12934.24075079165,8504.25
