week,net_pnl,gross_pnl,transaction_costs,slippage_cost,total_friction,trading_days,positive
2026-01-19/2026-01-25,1441.7280789789984,2274.999999999998,833.271921021,649.9999999999986,1483.2719210209987,5,True
2026-01-26/2026-02-01,-5011.547235266492,-4007.249999999991,1004.2972352665,649.9999999999968,1654.297235266497,5,False
2026-02-02/2026-02-08,-27186.653288561505,-26328.250000000007,858.4032885615,650.0000000000069,1508.403288561507,5,False
2026-02-09/2026-02-15,-2255.712692753503,-1459.2500000000027,796.4626927535,630.5000000000034,1426.9626927535032,5,False
2026-02-16/2026-02-22,23203.626991537996,24062.999999999996,859.3730084619999,643.5000000000064,1502.8730084620065,5,True
2026-02-23/2026-03-01,-7213.616086638503,-6392.750000000002,820.8660866385001,643.5000000000047,1464.3660866385048,5,False
2026-03-02/2026-03-08,2458.134910459281,3341.0000000000114,882.86508954073,513.4999999999836,1396.3650895407136,4,True
2026-03-09/2026-03-15,3248.8177838224983,4364.750000000024,1115.9322161775249,630.4999999999843,1746.4322161775092,5,True
2026-03-16/2026-03-22,4923.725676815568,5967.000000000016,1043.27432318445,643.4999999999877,1686.7743231844377,5,True
2026-03-23/2026-03-29,-20749.53628203267,-19899.749999999985,849.786282032685,513.4999999999874,1363.2862820326723,4,False
2026-03-30/2026-04-05,17871.62640744315,18664.750000000004,793.1235925568551,376.9999999999908,1170.1235925568458,3,True
2026-04-06/2026-04-12,497.51048998900956,1566.500000000009,1068.989510011,643.4999999999936,1712.4895100109936,5,True
2026-04-13/2026-04-19,-1259.3072277618392,-435.499999999999,823.80722776184,506.9999999999983,1330.8072277618382,4,False
2026-04-20/2026-04-26,-11151.224798509807,-10149.74999999999,1001.4747985098151,636.9999999999952,1638.4747985098102,5,False
2026-04-27/2026-05-03,902.7048010434246,1647.75,745.045198956575,507.00000000000136,1252.0451989565763,4,True
2026-05-04/2026-05-10,-4259.351135096703,-3315.000000000003,944.3511350967001,624.0000000000017,1568.351135096702,5,False
2026-05-11/2026-05-17,-1404.1602965358547,-409.4999999999959,994.6602965358601,649.9999999999989,1644.6602965358588,5,False
2026-05-18/2026-05-24,-763.4436148046948,211.2499999999991,974.693614804695,637.0000000000003,1611.6936148046952,5,False
2026-05-25/2026-05-31,-2833.7533253095025,-2639.0000000000027,194.75332530949998,130.0000000000017,324.7533253095017,1,False
2026-06-15/2026-06-21,-411.2007107613241,-149.4999999999941,261.70071076133,129.9999999999966,391.7007107613266,1,False
2026-06-22/2026-06-28,2706.636495351384,3422.249999999999,715.613504648615,389.9999999999976,1105.6135046486127,3,True
2026-06-29/2026-07-05,-9523.509059002983,-8739.250000000007,784.259059002975,520.0000000000068,1304.2590590029818,4,False
