day,expiry,bucket,feature,threshold,side,friction,raw_gross,execution_gross,slippage_cost,transaction_costs,net_pnl
2023-07-11,2023-07-13,0,OI_CHANGE_IMB,0.2,PUT,stress,102.50000000000003,22.500000000000142,79.99999999999989,100.88279297499999,-78.38279297499984
2023-07-14,2023-07-20,0,OI_CHANGE_IMB,0.2,CALL,stress,1015.0000000000002,934.9999999999998,80.00000000000051,106.51447902999999,828.4855209699998
2023-07-17,2023-07-20,0,OI_CHANGE_IMB,0.2,CALL,stress,2525.0,2444.999999999999,80.00000000000091,108.29255478,2336.707445219999
2023-07-19,2023-07-20,0,OI_CHANGE_IMB,0.2,PUT,stress,-624.9999999999998,-704.9999999999999,80.00000000000017,101.65701545,-806.6570154499999
2023-07-20,2023-07-20,0,OI_CHANGE_IMB,0.2,PUT,stress,-1892.5,-1962.5,69.99999999999997,95.630268565,-2058.130268565
2023-07-21,2023-07-27,0,OI_CHANGE_IMB,0.2,CALL,stress,-1844.999999999999,-1924.9999999999998,80.00000000000068,105.94536895000002,-2030.9453689499999
2023-07-26,2023-07-27,0,OI_CHANGE_IMB,0.2,PUT,stress,-465.0000000000001,-545.0,79.99999999999991,99.57809657,-644.57809657
2023-07-27,2023-07-27,0,OI_CHANGE_IMB,0.2,CALL,stress,-2112.5,-2180.0,67.5,95.51316188999999,-2275.51316189
2023-07-31,2023-08-03,0,OI_CHANGE_IMB,0.2,PUT,stress,-1677.5,-1757.5000000000005,80.00000000000034,99.313047135,-1856.8130471350005
2023-08-01,2023-08-03,0,OI_CHANGE_IMB,0.2,CALL,stress,-992.5,-1072.4999999999998,79.99999999999983,98.808691535,-1171.3086915349998
2023-08-02,2023-08-03,0,OI_CHANGE_IMB,0.2,CALL,stress,-1480.0,-1559.9999999999998,79.9999999999998,96.92930269,-1656.9293026899998
2023-08-03,2023-08-03,0,OI_CHANGE_IMB,0.2,CALL,stress,-1645.0000000000002,-1712.5,67.49999999999977,95.440124675,-1807.940124675
2023-08-08,2023-08-10,0,OI_CHANGE_IMB,0.2,CALL,stress,-877.4999999999998,-957.5,80.00000000000028,100.333130255,-1057.833130255
2023-08-09,2023-08-10,0,OI_CHANGE_IMB,0.2,CALL,stress,3480.0,3399.999999999999,80.00000000000091,108.02604559,3291.973954409999
2023-08-10,2023-08-10,0,OI_CHANGE_IMB,0.2,CALL,stress,-1635.0000000000002,-1707.5,72.49999999999977,95.317062585,-1802.817062585
2023-08-14,2023-08-17,0,OI_CHANGE_IMB,0.2,CALL,stress,2947.500000000001,2867.5,80.00000000000068,110.61448096500001,2756.885519035
2023-08-17,2023-08-17,0,OI_CHANGE_IMB,0.2,CALL,stress,-2105.0,-2170.0,65.00000000000001,95.62026062999999,-2265.62026063
2023-08-22,2023-08-24,0,OI_CHANGE_IMB,0.2,PUT,stress,685.0000000000002,604.9999999999999,80.00000000000026,101.95773321,503.04226678999987
2023-08-23,2023-08-24,0,OI_CHANGE_IMB,0.2,CALL,stress,995.0000000000001,915.0000000000002,79.9999999999999,100.0026887,814.9973113000002
2023-08-28,2023-08-31,0,OI_CHANGE_IMB,0.2,PUT,stress,-1185.0,-1265.0,80.00000000000011,100.87417174999999,-1365.87417175
2023-08-29,2023-08-31,0,OI_CHANGE_IMB,0.2,CALL,stress,-175.0000000000005,-255.00000000000114,80.00000000000063,102.77226576,-357.7722657600011
2023-08-30,2023-08-31,0,OI_CHANGE_IMB,0.2,PUT,stress,3060.0,2979.9999999999995,80.00000000000045,105.43809088,2874.5619091199997
2023-08-31,2023-08-31,0,OI_CHANGE_IMB,0.2,CALL,stress,-1080.0,-1147.4999999999998,67.49999999999977,95.016999175,-1242.5169991749997
2023-09-04,2023-09-07,0,OI_CHANGE_IMB,0.2,PUT,stress,-712.5,-792.5,80.00000000000006,100.687367785,-893.187367785
2023-09-11,2023-09-14,0,OI_CHANGE_IMB,0.2,PUT,stress,-1577.5,-1657.5000000000005,80.00000000000034,101.095128045,-1758.5951280450004
2023-09-13,2023-09-14,0,OI_CHANGE_IMB,0.2,PUT,stress,-1657.5,-1737.5000000000005,80.0000000000004,98.723197705,-1836.2231977050005
2023-09-15,2023-09-21,0,OI_CHANGE_IMB,0.2,PUT,stress,-817.5000000000003,-897.5000000000005,80.00000000000006,102.59311185499999,-1000.0931118550004
2023-09-20,2023-09-21,0,OI_CHANGE_IMB,0.2,CALL,stress,-2174.9999999999995,-2255.0,80.0000000000004,97.1174144,-2352.1174144
2023-09-22,2023-09-28,0,OI_CHANGE_IMB,0.2,CALL,stress,-1314.9999999999995,-1394.9999999999998,80.00000000000034,104.48278105,-1499.4827810499999
