mode,null_seed,feature,threshold,bucket,friction,trades,weeks,total_net,mean_weekly_net,median_weekly_net,positive_week_rate,worst_trade,worst_week,total_slippage,total_transaction_costs,raw_gross
NULL,505,VOL_IMB,0.2,1,base,278,179,-49123.151318398566,-274.4310129519473,-360.12597494999966,0.4134078212290503,-4087.422577684998,-3473.4103083149985,11403.999999999747,33897.4013183988,-3821.7500000000164
NULL,505,VOL_IMB,0.4,0,base,90,79,2311.1875462196654,29.255538559742693,-424.05868118749976,0.4177215189873418,-4519.96613730244,-5748.836598110799,3835.7499999999736,10001.812453780365,16148.750000000004
NULL,505,VOL_IMB,0.4,1,base,79,71,-19355.640782767885,-272.61465891222383,-426.8318198050001,0.4084507042253521,-2964.8531685349994,-3214.1231925370944,3151.9999999999304,9602.140782767949,-6601.500000000007
NULL,505,OI_CHANGE_IMB,0.2,0,base,473,235,2665.185306084564,11.341214068445009,-204.12422348750025,0.4723404255319149,-5268.14100665,-7250.5009470325,19843.249999999924,52119.064693915505,74627.50000000003
NULL,505,OI_CHANGE_IMB,0.2,1,base,405,216,-89738.9718000628,-415.45820277806854,-451.8174646674986,0.37037037037037035,-4341.462322085,-4746.920824399999,16655.99999999965,49222.72180006314,-23860.250000000007
NULL,505,OI_CHANGE_IMB,0.4,0,base,248,166,-48714.731588440256,-293.46223848457987,-575.9324558750003,0.39759036144578314,-5268.14100665,-7250.5009470325,10347.749999999964,27169.481588440292,-11197.5
NULL,505,OI_CHANGE_IMB,0.4,1,base,256,175,-47130.97709474512,-269.3198691128292,-427.1607715599922,0.37142857142857144,-4341.462322085,-4341.462322085,10611.999999999762,31256.477094745365,-5262.4999999999945
NULL,505,JOINT,0.2,0,base,335,201,-11893.481910461422,-59.17155179334043,-465.0242515624982,0.43283582089552236,-5268.14100665,-7250.5009470325,13989.749999999953,36591.48191046147,38687.75
NULL,505,JOINT,0.2,1,base,291,184,-58156.266979505264,-316.06666836687646,-496.0770147712493,0.33695652173913043,-4341.462322085,-4341.462322085,12187.999999999734,35642.01697950554,-10326.249999999989
NULL,505,JOINT,0.4,0,base,81,77,-29580.407583570683,-384.16113744897,-708.8361761042684,0.38961038961038963,-4461.775942139999,-4461.775942139999,3416.99999999998,8815.907583570699,-17347.500000000004
NULL,505,JOINT,0.4,1,base,105,86,-13114.757034097936,-152.49717481509234,-393.30935757500015,0.3953488372093023,-2678.9337194,-3485.923366010001,4375.999999999923,12660.757034098026,3922.000000000012
