variant_id,trades,total_net,mean_trade,win_rate,mean_active_day_net,median_active_day_net,profit_factor,max_drawdown,active_days,mean_weekly_net,median_weekly_net,positive_week_rate,completed_weeks,execution_coverage,target_qualified
09:30:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,31,-43262.97608172885,-1395.5798736041563,0.41935483870967744,-1395.5798736041563,-816.4129627526302,0.5727458360323977,-42768.895825144005,31,-1395.5798736041563,-816.4129627526302,0.41935483870967744,31,0.96875,False
14:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,32,-44869.68268626418,-1402.1775839457557,0.375,-1402.1775839457557,-1521.6205526812507,0.464828036872899,-42511.731358202,32,-1402.1775839457557,-1521.6205526812507,0.375,32,1.0,False
11:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-43824.11749775809,-1413.6812096050996,0.3548387096774194,-1413.6812096050996,-1474.0688998650019,0.24477220428788565,-40104.547622723105,31,-1413.6812096050996,-1474.0688998650019,0.3548387096774194,31,0.96875,False
09:30:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-45899.37961974535,-1480.6251490240436,0.3870967741935484,-1480.6251490240436,-691.3379086349992,0.2520320494505186,-34797.78739469871,31,-1480.6251490240436,-691.3379086349992,0.3870967741935484,31,0.96875,False
14:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1,32,-47493.21403412748,-1484.1629385664837,0.28125,-1484.1629385664837,-2030.6462486350572,0.41471525944015286,-42223.3773803975,32,-1484.1629385664837,-2030.6462486350572,0.28125,32,1.0,False
10:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,31,-46690.444516293224,-1506.1433714933298,0.3225806451612903,-1506.1433714933298,-1396.7409373575001,0.29430341623352446,-33382.243607690725,31,-1506.1433714933298,-1396.7409373575001,0.3225806451612903,31,0.96875,False
09:30:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-47086.94241491094,-1518.9336262874497,0.41935483870967744,-1518.9336262874497,-1105.7252890199982,0.3231289516833079,-40160.60715848375,31,-1518.9336262874497,-1105.7252890199982,0.41935483870967744,31,0.96875,False
14:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1,32,-49860.29267486701,-1558.134146089594,0.40625,-1558.134146089594,-1774.1249252817272,0.4631879675981021,-40531.304522636,32,-1558.134146089594,-1774.1249252817272,0.40625,32,1.0,False
09:30:00|p30|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,31,-48461.46249097917,-1563.2729835799732,0.3548387096774194,-1563.2729835799732,-1350.1013761599995,0.4114854683197639,-36500.40943560667,31,-1563.2729835799732,-1350.1013761599995,0.3548387096774194,31,0.96875,False
09:30:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1,31,-48564.23199244877,-1566.58812878867,0.3225806451612903,-1566.58812878867,-497.8840096878396,0.27874899401470377,-35277.04464191126,31,-1566.58812878867,-497.8840096878396,0.3225806451612903,31,0.96875,False
09:30:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,31,-48794.47433472595,-1574.015301120192,0.2903225806451613,-1574.015301120192,-1105.7252890199982,0.3205761119833209,-38707.141407593466,31,-1574.015301120192,-1105.7252890199982,0.2903225806451613,31,0.96875,False
13:00:00|p30|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-49330.05242366159,-1591.292013666503,0.41935483870967744,-1591.292013666503,-1178.4082539375,0.3825858910324493,-35639.766711841585,31,-1591.292013666503,-1178.4082539375,0.41935483870967744,31,0.96875,False
13:00:00|p25|DIAGONAL_PREMIUM|adj10:00:00|stop1,31,-49833.68664317403,-1607.5382788120653,0.3548387096774194,-1607.5382788120653,-1700.8659779849993,0.42747991477000047,-31913.235533081537,31,-1607.5382788120653,-1700.8659779849993,0.3548387096774194,31,0.96875,False
11:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop1,31,-50120.453545968994,-1616.788824063516,0.3870967741935484,-1616.788824063516,-1509.4256339410003,0.49233121601058755,-32709.273388918817,31,-1616.788824063516,-1509.4256339410003,0.3870967741935484,31,0.96875,False
10:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1.5,31,-50640.94965630979,-1633.5790211712836,0.3548387096774194,-1633.5790211712836,-1307.8393431442023,0.2997334867806366,-38007.83883276283,31,-1633.5790211712836,-1307.8393431442023,0.3548387096774194,31,0.96875,False
09:30:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop1,31,-50697.66462427176,-1635.408536266831,0.41935483870967744,-1635.408536266831,-748.2849004305053,0.28704673751293996,-38430.31460878423,31,-1635.408536266831,-748.2849004305053,0.41935483870967744,31,0.96875,False
09:30:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,31,-50786.355922955794,-1638.2695459017998,0.2903225806451613,-1638.2695459017998,-1644.6377885400013,0.263360702849318,-37331.874858780786,31,-1638.2695459017998,-1644.6377885400013,0.2903225806451613,31,0.96875,False
14:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,32,-52487.45345531304,-1640.2329204785326,0.40625,-1640.2329204785326,-1782.1089286849988,0.2969746548017322,-47831.29209475217,32,-1640.2329204785326,-1782.1089286849988,0.40625,32,1.0,False
10:00:00|p25|DIAGONAL_PREMIUM|adj09:30:00|stop1,31,-51097.094297315,-1648.2933644295163,0.3870967741935484,-1648.2933644295163,-1063.1612687400009,0.3510945522786346,-41310.242308320005,31,-1648.2933644295163,-1063.1612687400009,0.3870967741935484,31,0.96875,False
13:00:00|p25|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-51234.200584656064,-1652.7161478921312,0.3548387096774194,-1652.7161478921312,-2263.61602836,0.2806250142238616,-45992.56138827108,31,-1652.7161478921312,-2263.61602836,0.3548387096774194,31,0.96875,False
10:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop1.5,31,-51267.502488962666,-1653.7904028697635,0.3548387096774194,-1653.7904028697635,-1252.0077089422848,0.27879088752044867,-37959.301580360174,31,-1653.7904028697635,-1252.0077089422848,0.3548387096774194,31,0.96875,False
11:00:00|p20|DIAGONAL_PREMIUM|adj09:30:00|stop0.5,31,-51434.112903509595,-1659.1649323712772,0.1935483870967742,-1659.1649323712772,-1768.8750329325007,0.22077980749554313,-47154.75626247209,31,-1659.1649323712772,-1768.8750329325007,0.1935483870967742,31,0.96875,False
11:00:00|p20|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,31,-51546.25515734697,-1662.7824244305473,0.3225806451612903,-1662.7824244305473,-1847.941882440001,0.19119161686576755,-47564.06859213698,31,-1662.7824244305473,-1847.941882440001,0.3225806451612903,31,0.96875,False
13:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,31,-51957.50568620507,-1676.0485705227443,0.3548387096774194,-1676.0485705227443,-2215.92797246922,0.21645078114077337,-47764.425043092546,31,-1676.0485705227443,-2215.92797246922,0.3548387096774194,31,0.96875,False
14:00:00|p20|DIAGONAL_PREMIUM|adj11:00:00|stop0.5,32,-53648.26308416931,-1676.508221380291,0.40625,-1676.508221380291,-1678.8280533674995,0.23007622709861983,-48167.852553303994,32,-1676.508221380291,-1678.8280533674995,0.40625,32,1.0,False
11:00:00|p30|DIAGONAL_PREMIUM|adj10:00:00|stop0.5,31,-52207.257170899546,-1684.1050700290175,0.3548387096774194,-1684.1050700290175,-1655.9325098203242,0.33370847687665356,-47948.35644498705,31,-1684.1050700290175,-1655.9325098203242,0.3548387096774194,31,0.96875,False
